Codi_centre;Denominació_completa;Adreça;Telèfon;E-mail_centre;Nom_municipi;Nom_comarca;Codi_SSTT
8069268;Tangram;c. Santiago Rusiñol, 37-39;937742796;a8069268@xtec.cat;;;0
8069271;Escola Castell de Dosrius;c. de Sant Maties/c. de Montllor i Pujal;936621247;a8069271@xtec.cat;;;0
8069281;LLI privada Piu Piu 1;c.Puig de la Creu/c.de Roma/c.d'Empúries;938643529;a8069281@xtec.cat;;;0
8069301;Institut La Serra;c. Castillejos, 265, baixos;938574313;a8069301@xtec.cat;;;0
8069323;Tretzevents;ptge. Margarida, 1;938036132;a8069323@xtec.cat;;;0
8069335;EFPA;av. de Vallcarca, 229;938978610;a8069335@xtec.cat;;;0
8069347;Llar d'infants El Petit Somni;c. Mare de Déu del Port, 183 bis;938457959;a8069347@xtec.cat;;;0
8069359;Estudi de Música Tri-Tò;c. Canet, 6-8;937931860;a8069359@xtec.cat;;;0
8069360;Esc. de Música Municipal del Prat de Llobregat;c. Nàpols, 244;937903345;a8069360@xtec.cat;;;0
8069384;Fundació Pere Tarrés;c. Maragall, 22, B;936527100;a8069384@xtec.cat;;;0
8069396;Cent.Prof.Mús. CEM;c. Can Palots, s/n;935158095;a8069396@xtec.cat;;;0
8069414;ENTI-CF;av. Emili Vallès, s/n;936652434;a8069414@xtec.cat;;;0
8069426;LLI privada Picarol 2;c. Can Barbeta, 8;931762343;a8069426@xtec.cat;;;0
8069438;Espai Obert La Serra;av. Vallserrat, 52;610217116;a8069438@xtec.cat;;;0
8069441;La Gavina II;c. Joan Fernández, 31;935165053;a8069441@xtec.cat;;;0
8069499;Centre de Gastronomia i Restauració;c. Josep Maria de Sagarra, 5;938717675;a8069499@xtec.cat;;;0
8069505;Esc. de Música Municipal de Collbató;c. Indústria, s/n;938627726;a8069505@xtec.cat;;;0
8069517;Institut Rosa Ribas Parellada;c. Josep Baró, 18;934170514;a8069517@xtec.cat;;;0
8069529;Institut Les Salines;c. de Sant Antoni Abad, s/n;938989101;a8069529@xtec.cat;;;0
8069530;Escola Els 30 Passos;c. de la Segarra, 12;938704025;a8069530@xtec.cat;;;0
8069542;Escola de Dansa Dansa Emotion;c. Aragó, 1 bis;695788133;a8069542@xtec.cat;;;0
8069554;El Roure;c. Amadeu Torner, 57;937650156;a8069554@xtec.cat;;;0
8069566;Llar d'infants Gafarronets;c. Albareda, 2-12;938796986;a8069566@xtec.cat;;;0
8069581;Esc. Mús. i D. Elisenda Tarragó;c. Els Frares, 1;935675000;a8069581@xtec.cat;;;0
8069591;Fundació Obicex;c. Fàtima, 12;935893727;a8069591@xtec.cat;;;0
8069621;Centre d'Estudis Margaret;c. Císter, 8;937970057;a8069621@xtec.cat;;;0
8069645;Cent.aut.ens.art.prof.Trémolo Formació Musical;c. de Rocacorba, 23-29;938973350;a8069645@xtec.cat;;;0
8069657;Igualada II;Camí de la Capella de Can Caralleu, s/n;938035713;a8069657@xtec.cat;;;0
8069669;Institut Marta Estrada;c. Gelida, s/n;931151066;a8069669@xtec.cat;;;0
8069670;Escola Turó de Can Gili;c. Esglèsia, 6;938052003;a8069670@xtec.cat;;;0
8069682;Escola Els Picots;ptge. Salvatella, 44;937695716;a8069682@xtec.cat;;;0
8069694;Escola Jaume Llull;c. Pere Calders, 15;934326112;a8069694@xtec.cat;;;0
8069700;Institut de Nàutica de Barcelona;c. Mallorca, 462;938707505;a8069700@xtec.cat;;;0
8069712;Escola de Dansa Trackdance;c. del Cid, 3;697703505;a8069712@xtec.cat;;;0
8069736;CFA Enric Camón;c. Montiu, 5;938794848;a8069736@xtec.cat;;;0
8069748;Crea Nova, Creativitat i Innovació;c. Jesús, 25;937762137;a8069748@xtec.cat;;;0
8069751;The British College of Gavà;rda. Francesc Camprodon, 2;930139101;a8069751@xtec.cat;;;0
8069803;Cons. de Música dels Pirineus;c. Sarajevo, 5;938418814;a8069803@xtec.cat;;;0
8069815;A. Hospitalària Hospital de dia d'Igualada;pg. de les Escoles, s/n;932687877;a8069815@xtec.cat;;;0
8069827;St. George School the British School of Catalunya;p. d'Antonio Machado, 1;670540240;a8069827@xtec.cat;;;0
8069839;A. Hospitalària Aula Hospitalària Àrea d'Adolescents Benito Menni;Torrent d'en Gaio, 19;938815531;a8069839@xtec.cat;;;0
8069840;CFA d'Alella;c. Rectoria, 1;636135324;a8069840@xtec.cat;;;0
8069852;Llar d'infants Somnis;.;933250490;a8069852@xtec.cat;;;0
8069864;IFP;c. Conflent, 5;938510882;a8069864@xtec.cat;;;0
8069876;EB privada El Gall i la Gallina;c. Manuel Moreno Mauricio/pg. Olof Palme;937919348;a8069876@xtec.cat;;;0
8069891;Campus Professional U Manresa;c. Emília Carles, 1;938184353;a8069891@xtec.cat;;;0
8069906;Centre de les Arts del Circ Rogelio Rivel;c. Francesc Tàrrega, 35-37;937467105;a8069906@xtec.cat;;;0
8069918;Centre de Teatre de Barcelona - CTB;c. de la Ciutat de Balaguer, 17;937274819;a8069918@xtec.cat;;;0
8069921;El Timbal, Centre de formació i creació escènica;c. Francesc Layret, 41;937591692;a8069921@xtec.cat;;;0
8069931;Centre de Formació d'Entrenadors de la F.C.F.;c. Garcilaso, 177;934101602;a8069931@xtec.cat;;;0
8069943;Institut de Santa Coloma de Gramenet;c. Josep Lluís Sert, 1;937312526;a8069943@xtec.cat;;;0
8069955;Escola Bressol Municipal Trencadís;ctra. de Caldes, 52;933233664;a8069955@xtec.cat;;;0
8069967;Escola Bressol Guinardó;c. Jaume Balmes/c. Osona;938964488;a8069967@xtec.cat;;;0
8069979;Escola de Ballet d'Arenys;c. Arenys de Mar, 5 (Esc.Matagalls);937602240;a8069979@xtec.cat;;;0
8069992;Escola de Dansa Marta Bustamante;c. del Riu Túria, 2-4;933859871;a8069992@xtec.cat;;;0
8070003;Esc. de Música Urgell;c. Rocacrespa, 7-9;933794097;a8070003@xtec.cat;;;0
8070015;Escola de Dansa Laia Baulenas;c. Daoiz i Velarde, 2-6, baixos;937826644;a8070015@xtec.cat;;;0
8070027;El Repartidor;c. Sant Esteve, 7;645389822;a8070027@xtec.cat;;;0
8070064;EB privada El Petit Cangur;c. Miguel de Cervantes, 1, Can Baixeres;938554042;a8070064@xtec.cat;;;0
8070091;Llar d'infants L'Escoleta de Badalona;pg. de la Vall del Ges, s/n;900649455;a8070091@xtec.cat;;;0
8070106;Escola Entença;c. Prat de la Riba, 23;938702174;a8070106@xtec.cat;;;0
8070121;Escola Bressol Petita Tribu;c. Anselm Clavé, 115;671759529;a8070121@xtec.cat;;;0
8070131;LLI privada Xaloc;c. Alegria, 58;938495351;a8070131@xtec.cat;;;0
8070143;Barcelona Vitae Sant Andreu;c. Andrade 9 interior;938415605;a8070143@xtec.cat;;;0
8070180;Escola Les Bases;C. Nicaragua, 45;937926995;a8070180@xtec.cat;;;0
8070209;Institut Escola Marta Mata;rbla. Prim, 215;938846074;a8070209@xtec.cat;;;0
8070210;Escola La Mirada;c. Nou Barris, 14;627553329;a8070210@xtec.cat;;;0
8070222;Academia de Peluquería Lourdes González;c. Olzinelles, 73;935553912;a8070222@xtec.cat;;;0
8070234;Institut Bitàcola;Camí de Can Mora, 13;938757388;a8070234@xtec.cat;;;0
8070258;Institut Escola Gavà Mar;c. Costa Rica, 22;933506165;a8070258@xtec.cat;;;0
8070261;Vitae Campus;c. Sant Jaume, s/n;935972062;a8070261@xtec.cat;;;0
8070295;Musicart 102 Escola de Música i Arts Escèniques;ctra. Vella, 2;667076691;a8070295@xtec.cat;;;0
8070301;Castelldefels School of Social Sciences;c. Llauder, 49-51;937920571;a8070301@xtec.cat;;;0
8070313;Acadef Fútbol;c. Sant Josep de Calassanç, 150 baixos;937997856;a8070313@xtec.cat;;;0
8070325;Akua;c. Indústria, 4;659140643;a8070325@xtec.cat;;;0
8070337;Vitae Terrassa;c. Reis Catòlics, 37;608374692;a8070337@xtec.cat;;;0
8070349;Teknos U Granollers;c. Brollador, 7;638684762;a8070349@xtec.cat;;;0
8070362;Institut Escola La Mina;c. Providència, 21;930069374;a8070362@xtec.cat;;;0
8070374;Formació de l'FCBQ;av. J. Crous, s/n La Rosaleda;938938107;a8070374@xtec.cat;;;0
8070386;ESEI International Business School Barcelona;c. Sant Joan, 20 baixos;936246649;a8070386@xtec.cat;;;0
8070398;LLI privada El Cau de la Rateta;av. Catalunya,112;938594746;a8070398@xtec.cat;;;0
8070428;EB privada Somnis de Cotó;c. Dolors Bigas, 16, local 1;937076770;a8070428@xtec.cat;;;0
8070431;Waldorf-Steiner Krisol;c. Eduard Rifà, 24;937195662;a8070431@xtec.cat;;;0
8070453;Institut de Formació Professional d'Enoturisme de Catalunya;c. Puig-reig, s/n;931716449;a8070453@xtec.cat;;;0
8070465;Escola de Dansa i Expressió Dell'Arte;c. de Perafita, 48;934626823;a8070465@xtec.cat;;;0
8070477;Cenafe Mataró;c. Mestre Manel Giralt, s/n;638424316;a8070477@xtec.cat;;;0
8070489;Richmond International School;c. Mare de Déu de Lorda, 25;931694102;a8070489@xtec.cat;;;0
8070490;Escola Bressol Nemomarlin Passeig Maragall;pg. Manuel Girona, 7;938043081;a8070490@xtec.cat;;;0
8070507;Cenafe Badalona;ctra.Sant Pere de Ribes a Sitges C-15;640571311;a8070507@xtec.cat;;;0
8070519;Esc. de Música de Sant Vicenç dels Horts;av. Pau Casals, 47;938936712;a8070519@xtec.cat;;;0
8070520;Escola Bressol municipal Petit Univers;av. de Canovelles, 125;936769843;a8070520@xtec.cat;;;0
8070532;Campus de Formació;ptge. Marconi, 13-15;931886215;a8070532@xtec.cat;;;0
8070568;The Olive Tree School;p. Coronel Busquets, 1 (Masia Can Turu);933538793;a8070568@xtec.cat;;;0
8070581;Esc. de Música Municipal Can Fargues;c. Pedres Blanques, 33;933456947;a8070581@xtec.cat;;;0
8070601;Escola 9 Graons;c. Tibidabo, 1;933592500;a8070601@xtec.cat;;;0
8070611;Escola Gaia;c. Montevideo, 253;936372048;a8070611@xtec.cat;;;0
8070623;Escola Teixidores de Gràcia;pl. Catalunya / c. Provença / Terme;937964394;a8070623@xtec.cat;;;0
8070660;Escola Anglesola;c. Biada, 11;627558497;a8070660@xtec.cat;;;0
8070672;Escola La Flor de Maig;c. La Plata, 28;937793527;a8070672@xtec.cat;;;0
8070684;Institut Escola Antaviana;del Farguell, s/n;933137976;a8070684@xtec.cat;;;0
8070702;Institut Escola El Til·ler;c. Molí de la Torre, 169;644431045;a8070702@xtec.cat;;;0
8070726;Institut Escola Trinitat Nova;c. Vic, 17;620436364;a8070726@xtec.cat;;;0
8070799;Institut Olímpia;p. dels Almogàvers, 2;934386000;a8070799@xtec.cat;;;0
8070842;Escola Bressol Municipal de Capellades;c. Johann Sebastian Bach, 12;695039917;a8070842@xtec.cat;;;0
8070866;Escola Xirinacs;c. Jacint Verdaguer, 14-18;630454989;a8070866@xtec.cat;;;0
8070878;Institut Les Cinc Sénies;c. Francesc Moragas, 98;607924572;a8070878@xtec.cat;;;0
8070891;Escola Norai;c. Sant Jordi, 1-3;932912700;a8070891@xtec.cat;;;0
8070908;Arsènic;c. Modern, 28;935115015;a8070908@xtec.cat;;;0
8070921;Llar d'infants PETIT KÍNDER;c. Lesseps, 73;938110305;a8070921@xtec.cat;;;0
8070933;LAZZIGAGS - Escola d'arts escèniques;c. Sant Marc/ctra. de Moià;937232329;a8070933@xtec.cat;;;0
8070945;Escola de Dansa Stage;c. de Can Caralleu, 1;935541610;a8070945@xtec.cat;;;0
8070957;Aneff;c. Descans, 4-8;937985962;a8070957@xtec.cat;;;0
8070969;Esc. de Música Municipal de Gelida;c. Perú, 251;937960989;a8070969@xtec.cat;;;0
8070970;Escola de Dansa Eva Nieto;c. Urgell, 145;933356098;a8070970@xtec.cat;;;0
8070982;CET10 - Centre de Formació;c. Josep Pla, 57;660606789;a8070982@xtec.cat;;;0
8070994;AAFE Olimpia;c. Mònec, 2;622021980;a8070994@xtec.cat;;;0
8071007;Euses Formació;c. Prat de la Riba, 32;931299495;a8071007@xtec.cat;;;0
8071020;Futbol Lab;c. Masia Can Puigdemir, s/n;656364972;a8071020@xtec.cat;;;0
8071032;Escola Bressol Nins;c. Joaquim Ruyra, 7-11;936836721;a8071032@xtec.cat;;;0
8071044;Llar d'infants La Nau;pg. Tirso de Molina, 16;938414652;a8071044@xtec.cat;;;0
8071056;LLI privada El Petit Cargolet;av. de Roma, 102-104;933976150;a8071056@xtec.cat;;;0
8071068;International Rural School;av. Meridiana, 573;933993451;a8071068@xtec.cat;;;0
8071071;IFP-Innovación en Formación Profesional;c. Evarist Arnús, 6;933953305;a8071071@xtec.cat;;;0
8071081;Escola Bressol La Cabana;c. Guitard, 23;933335024;a8071081@xtec.cat;;;0
8071101;Cat Sports Formació;c. Abat Biure, 29;938998454;a8071101@xtec.cat;;;0
8071111;Seguretat, Emergències i Salut;c. Doctor Coll Rovira, s/n;933921354;a8071111@xtec.cat;;;0
8071123;The British School of Barcelona Sitges;c. Indústria/c. Entitats;938317600;a8071123@xtec.cat;;;0
8071135;Escola Auditori;c. Concili de Trento, 249;937598466;a8071135@xtec.cat;;;0
8071147;Institut Ca n'Oriac;c. Àlaba, 37;938671802;a8071147@xtec.cat;;;0
8071196;Institut Jaume Cabré;c. del Degà Bahí, 88;937679523;a8071196@xtec.cat;;;0
8071202;Institut Jaume Botey;av. Rio de Janeiro, 16;937144075;a8071202@xtec.cat;;;0
8071214;Institut Escola Mar Mediterrània;c. Roger de Llúria, 132, interior;938387279;a8071214@xtec.cat;;;0
8071226;Institut Escola Àngela Bransuela;c. de la Marina, 347;937837777;a8071226@xtec.cat;;;0
8071238;Institut Escola Gornal;c. Lope de Vega, 78;933817074;a8071238@xtec.cat;;;0
8071275;Cent.Prof.Mús.  Creu Alta;c. Jaume Romagosa Duran, 4;931352344;a8071275@xtec.cat;;;0
8071299;Institut Tecnològic de Barcelona;Parc del Litoral, s/n;602197029;a8071299@xtec.cat;;;0
8071330;Llar d'infants Bon Camí;p. Maria Canela, 1;639245452;a8071330@xtec.cat;;;0
8071354;Politècnic;c. Centre, 7;651143333;a8071354@xtec.cat;;;0
8071366;EB privada Petit Micaco;Camí de Can Llonch, s/n;930013726;a8071366@xtec.cat;;;0
8071381;Centre Tecniksports;c. Jacinto Benavente, 13;933974947;a8071381@xtec.cat;;;0
8071391;Esc. de Música Allegretto - Poblenou;av. de Montserrat, 42-44;933976761;a8071391@xtec.cat;;;0
8071408;Llar d'infants El Camí Feliç Les Corts;ctra. de Sant Feliu de Codines, s/n;933347150;a8071408@xtec.cat;;;0
8071411;Escola Bressol Municipal La Morera;c. El Molí, 1;933913351;a8071411@xtec.cat;;;0
8071469;LLI privada L'Essència;c. de Francesc Pedra, 1-3;938898304;a8071469@xtec.cat;;;0
8071470;CFA de la Vall del Tenes;c. Llull, 163;937712135;a8071470@xtec.cat;;;0
8071494;Esc. de Música Municipal del Masnou;c. Torella, 107 bis;937794594;a8071494@xtec.cat;;;0
8071500;Esc. de Música Municipal de Sant Esteve de Palautordera;c. del Pinar, s/n;938584202;a8071500@xtec.cat;;;0
8071512;Escola d'Arts Escèniques de Manresa - EAE Manresa;c. Pi i Margall, 137-143;938122204;a8071512@xtec.cat;;;0
8071524;Institut Pedralbes;c. Bernat Bransi, 3-9;938017607;a8071524@xtec.cat;;;0
8071536;Institut Narcisa Freixas i Cruells;c. Parellada, 25;935729484;a8071536@xtec.cat;;;0
8071548;Atlètic Terrassa Hockey Club;av. Pau Costa, 75;937630175;a8071548@xtec.cat;;;0
8071561;Institut Escola Pepa Colomer;c. Sant Antoni Maria Claret, 358 bis;938570162;a8071561@xtec.cat;;;0
8071573;Institut Escola Baldomer Solà;c. Sant Josep Oriol, 21;931537424;a8071573@xtec.cat;;;0
8071597;Institut Escola Rafael Alberti;Cami Fondo de Ca n'Aimeric, 6;938030406;a8071597@xtec.cat;;;0
8071627;Institut Escola Pere Lliscart;c. Bonaventura Aribau, 17-19 baixos;661319861;a8071627@xtec.cat;;;0
8071640;Institut Escola Sant Quintí de Mediona;c. Francesc Moragas, 1, baixos;722196194;a8071640@xtec.cat;;;0
8071652;Institut Escola Pallaresa;c. Monlau, 54, baixos;900670450;a8071652@xtec.cat;;;0
8071664;Institut Escola Pompeu Fabra;c. Poeta Maragall, s/n (Esc.Puigsoler);938959111;a8071664@xtec.cat;;;0
8071688;Institut Escola Arts;Edifici Blanc del Campus de la UAB;935554938;a8071688@xtec.cat;;;0
8071691;Institut Escola Pla de l'Avellà;c. Cartellà, 50-56;938396188;a8071691@xtec.cat;;;0
8071718;Institut Escola Pallerola;c. Llibertat, 30, baixos;937516968;a8071718@xtec.cat;;;0
8071779;Institut Escola Montagut;c. Provença, 535, dreta baixos;938016323;a8071779@xtec.cat;;;0
8071780;Institut Escola Can Llobet;c. Alpens, 19;637453930;a8071780@xtec.cat;;;0
8071792;Institut Escola Sant Esteve;c. Esport, 14;934448042;a8071792@xtec.cat;;;0
8071809;Institut Escola El Viver;ctra. de Manlleu, s/n;937923002;a8071809@xtec.cat;;;0
8071822;Institut Escola El Martinet;c. Melzo, 6-8-10;938607505;a8071822@xtec.cat;;;0
8071858;Institut Escola Els Pinetons;c. Vallmajor, 11;934335190;a8071858@xtec.cat;;;0
8071871;Institut Escola Teresa Altet;c. Caselles, 2-A;935167193;a8071871@xtec.cat;;;0
8071883;Institut Escola Pere Viver;c. Natzaret, 66;937981489;a8071883@xtec.cat;;;0
8071895;Institut Escola Barnola;pg. Ferrocarrils Catalans, 117;938356060;a8071895@xtec.cat;;;0
8071901;Sant Llàtzer;c. Maria Aurèlia Campmany,2;669621773;a8071901@xtec.cat;;;0
8071913;Institut FP Sant Cugat del Vallès;c. Pintor Ribalta, 2-8;938774180;a8071913@xtec.cat;;;0
8071925;Institut de Jardineria i Agricultura Les Garberes;c. del Sol, 8;935958700;a8071925@xtec.cat;;;0
8071937;CFA Sant Adrià de Besòs;c. del Sol, 12 A;638678093;a8071937@xtec.cat;;;0
8071949;Epiqueia;c. Edison, 8 B (pol. ind. Bufalvent);656312115;a8071949@xtec.cat;;;0
8071950;Montessori Subirats - Casa de la Vinya;c. Jaén, 22;931439136;a8071950@xtec.cat;;;0
8071962;DMúsica, Espais de Formació;c. Navas de Tolosa, 312;934978479;a8071962@xtec.cat;;;0
8071974;LLI privada L'Estrella;c. Bailén, 108, baixos i entresòl 2a.;972535580;a8071974@xtec.cat;;;0
8071986;Escola Bressol Municipal Leonor Serrano;c. Girona, 24;972232489;a8071986@xtec.cat;;;0
8071998;Escola Bressol Municipal Aurora;c. Canàries/c. Navarra;972788434;a8071998@xtec.cat;;;0
8072024;Rase;rda. Camprodon, 2;972670088;a8072024@xtec.cat;;;0
8072036;Anne Sullivan;c. Mare de Déu del Port, 353-357;972144299;a8072036@xtec.cat;;;0
8072048;El Cavallet;c. Gomis, 24-28;972430795;a8072048@xtec.cat;;;0
8072061;LLI privada Nemomarlin Maresme;c. València, s/n;972421070;a8072061@xtec.cat;;;0
8072073;GBSB Global Business School;Ctra. C-17, Barcelona-Ripoll, km 13,5;972423362;a8072073@xtec.cat;;;0
8072103;Institut Escola Sala i Badrinas;c. Folgueroles, 8-10;972420259;a8072103@xtec.cat;;;0
8072115;International School of Catalunya (ISCAT) Maresme;av. Generalitat, 202-206;972860368;a8072115@xtec.cat;;;0
8072139;LLI privada Noah;rda. Alfons X, el Savi, 131, baixos;972860051;a8072139@xtec.cat;;;0
8072164;St. Patrick's International School;av. dels Països Catalans, s/n;972520502;a8072164@xtec.cat;;;0
8072176;ISC;c. de la Verge de Montserrat, 1;972546301;a8072176@xtec.cat;;;0
8072188;Llar d'infants de Sora;Autovia de Castelldefels C-31, Km. 191;972624114;a8072188@xtec.cat;;;0
8072191;Institut Vilafranca 2;c. Vallirana, 79, baixos;972570966;a8072191@xtec.cat;;;0
8072255;Institut Escola Turó d'en Caritg;ptge. Bocabella, 13, baixos;972570991;a8072255@xtec.cat;;;0
8072279;LLI privada Les Manetes;c. Tarragona, 45;972571528;a8072279@xtec.cat;;;0
8072292;Institut Escola Llibertat;c. Neptú, 6-12;972571431;a8072292@xtec.cat;;;0
8072310;Institut Escola Puig i Gairalt;c. Mestre Gregori Montserrat, 4;972570660;a8072310@xtec.cat;;;0
8072322;Institut Escola Lluís Millet;c. Verdaguer, 2;634761685;a8072322@xtec.cat;;;0
8072334;Institut Escola Carles Capdevila;av. Catalunya, 105;972788035;a8072334@xtec.cat;;;0
8072346;Institut Escola Renaixença;c. Sant Pere, 152;972440228;a8072346@xtec.cat;;;0
8072371;Institut Escola Piera;c. Vilardell, 38;972640236;a8072371@xtec.cat;;;0
8072383;Institut Escola Josep Maria Xandri;c. Travesseres, 20;972640162;a8072383@xtec.cat;;;0
8072401;Institut Escola Mossen Cinto;Camí Antic de la Serra, 46;972350425;a8072401@xtec.cat;;;0
8072413;Institut Escola Castell d'Òdena;c. de la Plaça, 6/c. dels Planters, s/n;972336766;a8072413@xtec.cat;;;0
8072425;Institut Escola Coves d'en Cimany;p. Espanya, 52-56;972333087;a8072425@xtec.cat;;;0
8072437;Institut Escola Els Tres Pins;c. Pi i Margall, 36, baixos;972330091;a8072437@xtec.cat;;;0
8072449;Institut Escola El Pi Gros;av. Jaume Morató, 18;972331087;a8072449@xtec.cat;;;0
8072450;Institut Escola Joan Sallarès i Pla;av. Cerdanyola, 32;972350909;a8072450@xtec.cat;;;0
8072462;Institut Escola Catalunya;Can Pacià, 7-9;972490115;a8072462@xtec.cat;;;0
8072474;Institut Escola Onze de Setembre;c. del Vall, 47;972525395;a8072474@xtec.cat;;;0
8072486;Institut Escola Mas Rampinyo;pl. Pons i Clerc, 2;972569127;a8072486@xtec.cat;;;0
8072498;Institut Vapor del Fil;c. Sant Maria, 21;972472344;a8072498@xtec.cat;;;0
8072504;Institut Escola Mirades;Camí Ral, 371-373;972660285;a8072504@xtec.cat;;;0
8072541;Institut Escola Tres Fonts de les Corts;c. Bisbe Morgades, 15;972652598;a8072541@xtec.cat;;;0
8072553;Escola Voltregà;c. Font, s/n;972660414;a8072553@xtec.cat;;;0
8072589;Institut Escola Antoni Ubach i Soler;c. Saragossa, 5, local;972730196;a8072589@xtec.cat;;;0
8072590;Institut de l'Esport de Barcelona;c. Fontcoberta, 23;972740260;a8072590@xtec.cat;;;0
8072607;Institut Escola Eixample;c. Montfar, 16-18 baixos;972549137;a8072607@xtec.cat;;;0
8072619;Escola Ateneu Igualadí;av. Puigmal, 60-62;972463733;a8072619@xtec.cat;;;0
8072620;Escola Bressol Montessori Granollers;c. de l'1 d'Octubre, s/n;972460261;a8072620@xtec.cat;;;0
8072632;Les Girafes Blaves;c. Barcelona, 23 (P.ind.El Barcelonès II;972294128;a8072632@xtec.cat;;;0
8072644;Actua! Studio;ptge. Segalà, 13;972250234;a8072644@xtec.cat;;;0
8072668;Institut Professional de Turisme Eqüestre del Maresme;av. Marquès de Comillas, 81-83;972817112;a8072668@xtec.cat;;;0
8072671;A. Hospitalària La Llacuna;c. Santa Maria, 35;972817407;a8072671@xtec.cat;;;0
8072681;Cen.Sup.Disseny Campusnet;Ronda del Guinardó, 241-243 bis, baixos;972492305;a8072681@xtec.cat;;;0
8072693;Escola Bressol Municipal Germanetes;pl. Pau Casals, 2 (Torre Balcells);972496161;a8072693@xtec.cat;;;0
8072701;A. Hospitalària U.d'hosp. de salut mental infanto juvenil (URPI);c. Carolines, 10;972546585;a8072701@xtec.cat;;;0
8072711;Monlau Motorsport;pg. Vapor Gran, 17;972389010;a8072711@xtec.cat;;;0
8072723;Ismet;c Baldiri i Reixac, 7;972594120;a8072723@xtec.cat;;;0
8072735;Escola de Dansa Ma. Cinta;c. Antoni Gaudí, 69, baixos;972630079;a8072735@xtec.cat;;;0
8072747;Escola de Dansa TLS Escola de Dansa;Camí del Montgròs, s/n;972640569;a8072747@xtec.cat;;;0
8072759;Escola Les Filadores;c. Marc Aureli, 22-36;972535494;a8072759@xtec.cat;;;0
8072772;Institut Escola El Morsell;ctra. Nacional II, km. 664;972104015;a8072772@xtec.cat;;;0
8072796;Institut Escola Virolet;c. Sant Carles, 76;972563463;a8072796@xtec.cat;;;0
8072802;Institut Escola Guillem de Balsareny;Zona del Fondo d'En Peixo, 9;972597135;a8072802@xtec.cat;;;0
8072814;Institut dels Aliments de Barcelona;av. 11 de setembre, 36;972501191;a8072814@xtec.cat;;;0
8072826;Institut de Formació Professional Antoni Algueró;c. Berenguer de Palou, 64-80;972503970;a8072826@xtec.cat;;;0
8072838;Institut Escola Santiga;c. Calàbria, 253;972501251;a8072838@xtec.cat;;;0
8072841;Institut Escola Santa Anna;Finca Mas Solé;972500812;a8072841@xtec.cat;;;0
8072851;Institut Intermunicipal del Penedès;c. Rourets, 1;972500731;a8072851@xtec.cat;;;0
8072863;Institut Escola Elisabets;c. Muntaner, 83 B, baixos 1a.;972672559;a8072863@xtec.cat;;;0
8072875;Institut Escola Sicília;p. Can Suris, s/n;972671604;a8072875@xtec.cat;;;0
8072887;Institut Escola Londres;c. Gregori Resina, 2-4;972630123;a8072887@xtec.cat;;;0
8072899;Escola Aldana;c. Vallirana, 79-81;972500487;a8072899@xtec.cat;;;0
8072905;Escola Bressol Municipal El Rusc;av. de Barcelona, 93;972505036;a8072905@xtec.cat;;;0
8072917;A. Hospitalària Hospital de Dia per a Adolescents de Collblanc;c. Maria Palau, s/n;972488016;a8072917@xtec.cat;;;0
8072929;Aspire Business School;c. Mestre Manel Masjuan, 1;972476331;a8072929@xtec.cat;;;0
8072930;Cons. de Música Municipal de l'Hospitalet;c. Jaume I, 32-34;972534149;a8072930@xtec.cat;;;0
8072942;L'Idem Creative Arts School;c. Contrabandistes, s/n;972547465;a8072942@xtec.cat;;;0
8072954;Campusnet Sant Andreu;c. de l'Escar, 6-8;972530113;a8072954@xtec.cat;;;0
8072978;Escola de Dansa Som-hi dansa;ctra. de Rubí, 90-100;972894250;a8072978@xtec.cat;;;0
8073028;Escola de Dansa Sa nau dansa i altres arts;c. Josep Lluís Sert, 32;972980606;a8073028@xtec.cat;;;0
8073031;Esc. de Música Sona Espai Musical;p. del Pare Antoni Baylina, 15;972202974;a8073031@xtec.cat;;;0
8073077;Cent.Sup.Música SAE;pg. Reina Ellisenda de Montcada, 18 bis;972202186;a8073077@xtec.cat;;;0
8073089;Fundació Obicex Esplugues;c. Dr. Antoni Pujadas, 38;972203424;a8073089@xtec.cat;;;0
8073119;ESIC;av. Ferràn Fabra, 1;972202399;a8073119@xtec.cat;;;0
8073171;Claudio Galeno;c. Rizal, 5;972200637;a8073171@xtec.cat;;;0
8073193;Gresol International-American School;c. Llançà, 51;972212642;a8073193@xtec.cat;;;0
8073211;Centre Tècnic Can Taió;rbla. Badal, 53;972203683;a8073211@xtec.cat;;;0
8073223;C3S Business School;av. Bases de Manresa, 1;972202084;a8073223@xtec.cat;;;0
8073235;Llar d'infants Maricel;c. Portlligat, 11-15;972233212;a8073235@xtec.cat;;;0
8073247;A. Hospitalària HDA de TEA de l'Hospital Univers.Mútua de Terrassa;av. Francesc Ferrer i Guàrdia, 13;972200292;a8073247@xtec.cat;;;0
8073259;Centre de Formació Professional Martí-Codolar;c. Roger de Flor, 85;972232211;a8073259@xtec.cat;;;0
8073260;Centre de Formació Professional Cruïlla;c. Apúlia, 40;972232111;a8073260@xtec.cat;;;0
8073272;Joviat Les Tanques;ptge. Tarragona, s/n;972206547;a8073272@xtec.cat;;;0
8073284;Nemomarlin Gràcia;av. Anselm Riu / c. Victor Hugo;972200130;a8073284@xtec.cat;;;0
8073302;Institut Escola Miquel Martí i Pol;Travessera de Dalt, 94-98;972209458;a8073302@xtec.cat;;;0
